time_s,theta_b,theta_b_dot,theta_w_dot,theta_b_hat,theta_b_dot_hat,theta_w_dot_hat,raw_torque,torque
23.5526,1.17301,-0.133158,-356.829,1.17301,-0.133158,-356.829,-4.89202,-4.89202
23.5765,1.16961,-0.044741,-348.985,1.16961,-0.044741,-348.985,-10.7396,-5
23.6007,1.69086,-0.033023,-350.377,1.69086,-0.033023,-350.377,-113.925,-5
23.6242,1.17561,0.045806,-358.45,1.17561,0.045806,-358.45,-7.50844,-5
23.6482,1.17817,0.073503,-362.922,1.17817,0.073503,-362.922,-5.66291,-5
23.6723,1.18348,0.059655,-369.692,1.18348,0.059655,-369.692,-2.18171,-2.18171
23.6969,1.18759e+06,0.063916,-377.607,1.18759e+06,0.063916,-377.607,-2.36639e+08,-5
23.7203,1.1958,0.105461,-381.239,1.1958,0.105461,-381.239,1.89394,1.89394
23.7443,1.19442,-0.021305,-389.026,1.19442,-0.021305,-389.026,9.32497,5
23.7682,1.18949,-0.021305,-384.016,1.18949,-0.021305,-384.016,7.128,5
23.7924,1.1819e+06,-0.090547,-376.208,1.1819e+06,-0.090547,-376.208,-2.35506e+08,-5
23.816,1.17786,-0.024501,-362.228,1.17786,-0.024501,-362.228,-4.33139,-4.33139
23.8405,1.17181,0.013848,-367.996,1.17181,0.013848,-367.996,-0.132231,-0.132231
23.8643,1.17027,0.086286,-372.682,1.17027,0.086286,-372.682,1.88394,1.88394
23.8884,1.17147,0.012783,-378.9,1.17147,0.012783,-378.9,6.87578,5
23.9121,1.16929,0.035154,-374.356,1.16929,0.035154,-374.356,4.03344,4.03344
23.9361,1.16954,-0.085221,-366.131,1.16954,-0.085221,-366.131,0.865844,0.865844
23.9603,1.1728,-0.108657,-361.626,1.1728,-0.108657,-361.626,-2.23512,-2.23512
23.9853,1.1677,0,-348.793,1.1677,0,-348.793,-11.2631,-5
24.0089,1.16402,-0.037284,-352.914,1.16402,-0.037284,-352.914,-7.26052,-5
24.0321,1.16246,0.072438,-360.237,1.16246,0.072438,-360.237,-4.21865,-4.21865
24.056,1.1655,0.106526,-358.762,1.1655,0.106526,-358.762,-6.35596,-5
24.08,1.17189,0.087352,-369.745,1.17189,0.087352,-369.745,-0.32204,-0.32204
24.104,1.17537,0.115049,-376.737,1.17537,0.115049,-376.737,2.93775,2.93775
24.1299,1.18346e+06,0.001065,-380.444,1.18346e+06,0.001065,-380.444,-2.35817e+08,-5
24.1523,1.18857,0.047937,-375.957,1.18857,0.047937,-375.957,0.98614,0.98614
24.1768,1.1916,-0.11931,-375.324,1.1916,-0.11931,-375.324,2.90082,2.90082
24.2004,1.19538,-0.04048,-374.515,1.19538,-0.04048,-374.515,0.256751,0.256751
24.2266,1.18834,-0.091613,-361.178,1.18834,-0.091613,-361.178,-5.91185,-5
24.2483,1.18882,-0.089482,-355.103,1.18882,-0.089482,-355.103,-9.90229,-5
24.2724,1.15213,0.008522,-358.6,1.15213,0.008522,-358.6,-2.08284,-2.08284
24.2959,1.19014,0.076699,-359.386,1.19014,0.076699,-359.386,-10.3487,-5
24.3198,1.19144,0.109722,-368.456,1.19144,0.109722,-368.456,-5.42749,-5
24.3457,1.19016,0.134223,-374.027,1.19016,0.134223,-374.027,-2.06365,-2.06365
24.3685,1.19318,0.150202,-381.187,1.19318,0.150202,-381.187,1.60011,1.60011
24.3923,1.19091,0.037284,-384.347,1.19091,0.037284,-384.347,6.03126,5
24.4162,1.1921,0.019175,-380.208,1.1921,0.019175,-380.208,3.48358,3.48358
24.4401,1.18552,-0.033023,-372.171,1.18552,-0.033023,-372.171,0.603445,0.603445
24.4647,1.18456,-0.103331,-362.506,1.18456,-0.103331,-362.506,-4.11149,-4.11149
24.4884,1.18617,-0.068177,-358.106,1.18617,-0.068177,-358.106,-7.83912,-5
24.5123,1.18044,0.014914,-354.357,1.18044,0.014914,-354.357,-10.5294,-5
24.5375,1.18229,0.045806,-361.519,1.18229,0.045806,-361.519,-6.89016,-5
24.5604,1.18283,0.110788,-372.543,1.18283,0.110788,-372.543,-1.13478,-1.13478
24.5844,1.1849,0.135289,-372.128,1.1849,0.135289,-372.128,-2.23911,-2.23911
24.6081,1.19508,0.145941,-383.095,1.19508,0.145941,-383.095,2.50791,2.50791
24.6324,1.20016,0.028762,-383.62,1.20016,0.028762,-383.62,3.87568,3.87568
24.656,1.20749,0.045806,-380.833,1.20749,0.045806,-380.833,0.347663,0.347663
24.6804,1.20368,0.015979,-370.66,1.20368,0.015979,-370.66,-4.829,-4.829
24.7042,1.20739,0.007457,-363.171,1.20739,0.007457,-363.171,-10.1749,-5
24.7282,1.20508,0.072438,-366.68,1.20508,0.072438,-366.68,-8.6207,-5
24.753,1.21375,0.102265,-369.49,1.21375,0.102265,-369.49,-9.08685,-5
24.7766,1.21393,0.084156,-380.473,1.21393,0.084156,-380.473,-1.83384,-1.83384
24.8021,1.20773,0.112918,-381.559,1.20773,0.112918,-381.559,-0.410702,-0.410702
24.8246,1.20887,0.084156,-393.483,1.20887,0.084156,-393.483,7.43332,5
24.8482,1.20326,-0.001065,-391.969,1.20326,-0.001065,-391.969,9.07833,5
24.8722,1.21249,-0.050067,-392.316,1.21249,-0.050067,-392.316,8.31589,5
24.8963,1.21292,-0.107592,-380.427,1.21292,-0.107592,-380.427,1.6878,1.6878
24.9202,1.21627,-0.150202,-373.626,1.21627,-0.150202,-373.626,-2.55216,-2.55216
24.9442,1.21537,-0.072438,-366.945,1.21537,-0.072438,-366.945,-7.97239,-5
24.9683,1.21549,-0.056459,-364.562,1.21549,-0.056459,-364.562,-9.78806,-5
24.9923,1.21799,0.036219,-373.859,1.21799,0.036219,-373.859,-6.00334,-5
25.0201,1.22328,0.063916,-377.466,1.22328,0.063916,-377.466,-5.25088,-5
25.0403,1.22161,0.086286,-387.661,1.22161,0.086286,-387.661,1.16183,1.16183
25.064,1.21022,-0.015979,-388.898,1.21022,-0.015979,-388.898,6.00384,5
25.0881,1.209,0.025566,-387.273,1.209,0.025566,-387.273,4.48955,4.48955
25.112,1.20218,-0.002131,-373.163,1.20218,-0.002131,-373.163,-2.62644,-2.62644
25.1359,1.20552,0.057524,-368.532,1.20552,0.057524,-368.532,-7.27287,-5
25.1606,1.20296,0.150202,-370.459,1.20296,0.150202,-370.459,-7.15761,-5
25.1869,1.21069,0.18003,-375.646,1.21069,0.18003,-375.646,-5.92644,-5
25.2113,1.22166,0.188552,-381.608,1.22166,0.188552,-381.608,-4.47646,-4.47646
25.2323,1.23163,0.211988,-387.427,1.23163,0.211988,-387.427,-3.17805,-3.17805
25.2564,1.23197,0.215183,-397.18,1.23197,0.215183,-397.18,2.888,2.888
25.2804,1.23864,0.115049,-399.155,1.23864,0.115049,-399.155,4.5627,4.5627
25.3047,1.24249,0.122505,-396.154,1.24249,0.122505,-396.154,1.76007,1.76007
25.3287,1.23634,0.023436,-386.462,1.23634,0.023436,-386.462,-1.4368,-1.4368
25.3526,1.23004e+06,0.06072,-379.281,1.23004e+06,0.06072,-379.281,-2.45097e+08,-5
25.3767,1.23067e+06,0.068177,-377.6,1.23067e+06,0.068177,-377.6,-2.45223e+08,-5
25.4005,1.24201,0.12144,-389.022,1.24201,0.12144,-389.022,-2.65397,-2.65397
25.4246,1.24705,0.137419,-390.055,1.24705,0.137419,-390.055,-3.28163,-3.28163
25.4486,1.26154,0.144876,-398.822,1.26154,0.144876,-398.822,-0.733741,-0.733741
25.4726,1.27005,0.131028,-401.748,1.27005,0.131028,-401.748,-0.328796,-0.328796
25.4963,1.26524,0.116114,-413.182,1.26524,0.116114,-413.182,8.14718,5
25.5202,1.26257,-0.025566,-413.255,1.26257,-0.025566,-413.255,11.2004,5
25.5446,1.26117,-0.04048,-409.62,1.26117,-0.04048,-409.62,9.43216,5
25.5687,1.26776,-0.136354,-400.127,1.26776,-0.136354,-400.127,3.7687,3.7687
25.5923,1.2607e+06,-0.137419,-392.074,1.2607e+06,-0.137419,-392.074,-2.51207e+08,-5
25.6161,1.26058,-0.096939,-383.33,1.26058,-0.096939,-383.33,-6.15207,-5
25.6406,1.24919,-0.017044,-383.475,1.24919,-0.017044,-383.475,-5.18663,-5
25.6889,1.24331,0.012783,-391.19,1.24331,0.012783,-391.19,0.362385,0.362385
25.7128,1.25035,-0.035154,-403.197,1.25035,-0.035154,-403.197,7.41801,5
25.7363,1.24987,-0.014914,-397.131,1.24987,-0.014914,-397.131,3.30904,3.30904
25.7602,1.25718,-0.046872,-388.335,1.25718,-0.046872,-388.335,-3.17297,-3.17297
25.7838,1.25275,0.027697,-380.514,1.25275,0.027697,-380.514,-8.55589,-5
25.8084,1.25433,0.061785,-381.757,1.25433,0.061785,-381.757,-8.67839,-5
25.8321,1.2537,0.134223,-388.877,1.2537,0.134223,-388.877,-5.29881,-5
25.8561,1.26349e+06,0.15979,-395.473,1.26349e+06,0.15979,-395.473,-2.51763e+08,-5
25.8807,1.26448,0.140615,-401.466,1.26448,0.140615,-401.466,0.435194,0.435194
25.9047,1.2747e+06,0.073503,-407.519,1.2747e+06,0.073503,-407.519,-2.53997e+08,-5
25.9284,1.27641,0.123571,-398.711,1.27641,0.123571,-398.711,-3.39366,-3.39366
25.9523,1.28391,0.140615,-405.02,1.28391,0.140615,-405.02,-1.18245,-1.18245
25.976,1.27847,0.170442,-406.085,1.27847,0.170442,-406.085,0.0571352,0.0571352
26.0005,1.27679,0.089482,-419.296,1.27679,0.089482,-419.296,10.1937,5
26.0247,1.28341,0.009587,-409.985,1.28341,0.009587,-409.985,4.35889,4.35889
26.0483,1.28563,-0.044741,-403.678,1.28563,-0.044741,-403.678,0.86087,0.86087
26.0743,1.29315,-0.140615,-391.662,1.29315,-0.140615,-391.662,-6.59056,-5
26.0964,1.28861,-0.100135,-384.336,1.28861,-0.100135,-384.336,-11.0431,-5
26.1203,1.27859,-0.051133,-381.237,1.27859,-0.051133,-381.237,-11.8688,-5
26.1452,1.26904,0.033023,-392.565,1.26904,0.033023,-392.565,-4.24616,-4.24616
26.1681,1.26587,0.082025,-393.408,1.26587,0.082025,-393.408,-3.93506,-3.93506
26.1927,1.26605,0.083091,-405.219,1.26605,0.083091,-405.219,3.50836,3.50836
26.216,1.27619,0.030893,-406.472,1.27619,0.030893,-406.472,3.19514,3.19514
26.2402,1.27265,0.045806,-403.408,1.27265,0.045806,-403.408,1.69433,1.69433
26.2643,1.26722,-0.021305,-393.754,1.26722,-0.021305,-393.754,-2.17823,-2.17823
26.2881,1.25991,0.039415,-384.587,1.25991,0.039415,-384.587,-7.60193,-5
26.3137,1.25509,0.075634,-386.396,1.25509,0.075634,-386.396,-6.12594,-5
26.3365,1.25559e+06,0.154463,-390.328,1.25559e+06,0.154463,-390.328,-2.50189e+08,-5
26.3599,1.26229,0.147006,-398.002,1.26229,0.147006,-398.002,-1.44005,-1.44005
26.3841,1.27003,0.155529,-404.4,1.27003,0.155529,-404.4,0.930802,0.930802
26.4084,1.27747,0.045806,-411.757,1.27747,0.045806,-411.757,6.03433,5
26.4324,1.27516,-0.017044,-403.451,1.27516,-0.017044,-403.451,2.32027,2.32027
26.4584,1.27066,-0.047937,-397.764,1.27066,-0.047937,-397.764,0.145949,0.145949
26.4801,1.26445,-0.103331,-386.636,1.26445,-0.103331,-386.636,-4.71182,-4.71182
26.505,1.27068,-0.077764,-379.319,1.27068,-0.077764,-379.319,-11.0454,-5
26.5286,1.27153e+06,-0.02024,-379.146,1.27153e+06,-0.02024,-379.146,-2.53365e+08,-5
26.5527,1.27864,0.029827,-389.5,1.27864,0.029827,-389.5,-8.04894,-5
26.5765,1.27222,0.063916,-390.308,1.27222,0.063916,-390.308,-6.85082,-5
26.6002,1.26873,0.1012,-401.306,1.26873,0.1012,-401.306,0.173342,0.173342
26.6244,1.26595,-0.022371,-402.996,1.26595,-0.022371,-402.996,3.9586,3.9586
26.6481,1.27052,-0.004261,-401.698,1.27052,-0.004261,-401.698,1.90876,1.90876
26.6722,1.27112,-0.07883,-390.781,1.27112,-0.07883,-390.781,-3.8381,-3.8381
26.6961,1.27768,-0.055394,-379.566,1.27768,-0.055394,-379.566,-12.6738,-5
26.7198,1.28308,0.001065,-382.351,1.28308,0.001065,-382.351,-12.9695,-5
26.7443,1.2931,0.088417,-389.023,1.2931,0.088417,-389.023,-12.2564,-5
26.7683,1.29205,0.112918,-394.01,1.29205,0.112918,-394.01,-9.30852,-5
26.7918,1.2868,0.170442,-401.59,1.2868,0.170442,-401.59,-4.45572,-4.45572
26.8161,1.28548,0.156594,-404.199,1.28548,0.156594,-404.199,-2.29446,-2.29446
26.8407,1.29899,0.206661,-415.944,1.29899,0.206661,-415.944,1.59329,1.59329
26.8645,1.31139,0.036219,-420.077,1.31139,0.036219,-420.077,4.72468,4.72468
26.8886,1.31334e+06,0.070307,-413.119,1.31334e+06,0.070307,-413.119,-2.61696e+08,-5
26.9124,1.30812,0.107592,-405.682,1.30812,0.107592,-405.682,-5.0079,-5
26.9366,1.30714,0.112918,-407.213,1.30714,0.112918,-407.213,-3.9347,-3.9347
26.9602,1.18992,0.175769,-417.113,1.18992,0.175769,-417.113,24.6093,5
26.9841,1.33132,-0.021305,-416.355,1.33132,-0.021305,-416.355,-0.604631,-0.604631
27.0077,1.33204,0.09907,-413.755,1.33204,0.09907,-413.755,-4.5014,-4.5014
27.0322,1.32871,0.035154,-415.709,1.32871,0.035154,-415.709,-1.48153,-1.48153
27.0558,1.32712,0.064981,-422.501,1.32712,0.064981,-422.501,2.62683,2.62683
27.0801,1.33623,0.003196,-428.693,1.33623,0.003196,-428.693,5.82039,5
27.1042,1.33033,-0.105461,-422.111,1.33033,-0.105461,-422.111,4.71744,4.71744
27.1282,1.32293e+06,-0.126766,-416.72,1.32293e+06,-0.126766,-416.72,-2.63607e+08,-5
27.1523,1.31803,-0.186421,-404.143,1.31803,-0.186421,-404.143,-2.8246,-2.8246
27.1763,1.31843,-0.110788,-404.439,1.31843,-0.110788,-404.439,-4.03686,-4.03686
27.2014,1.31975,-0.083091,-412.653,1.31975,-0.083091,-412.653,0.430857,0.430857
27.228,1.30705e+06,-0.172573,-420.141,1.30705e+06,-0.172573,-420.141,-2.60443e+08,-5
27.2487,1.30082,-0.056459,-411.867,1.30082,-0.056459,-411.867,3.23767,3.23767
27.2725,1.29916,-0.18003,-412.809,1.29916,-0.18003,-412.809,6.32621,5
27.2966,1.30222,-0.077764,-407.172,1.30222,-0.077764,-407.172,0.350326,0.350326
27.3214,1.30206,-0.12144,-400.915,1.30206,-0.12144,-400.915,-2.82729,-2.82729
27.345,1.29246,-0.014914,-390.995,1.29246,-0.014914,-390.995,-9.0711,-5
27.3694,1.29359,0.08096,-395.389,1.29359,0.08096,-395.389,-8.1822,-5
27.3931,1.29777e+06,0.131028,-398.302,1.29777e+06,0.131028,-398.302,-2.58593e+08,-5
27.417,1.30544,0.219444,-407.096,1.30544,0.219444,-407.096,-5.53036,-5
27.4406,1.31505,0.193878,-407.458,1.31505,0.193878,-407.458,-6.76827,-5
27.4653,1.32638,0.274838,-420.024,1.32638,0.274838,-420.024,-2.46352,-2.46352
27.4893,1.32517,0.204531,-421.569,1.32517,0.204531,-421.569,-0.0150942,-0.0150942
27.5143,1.3301e+06,0.188552,-426.836,1.3301e+06,0.188552,-426.836,-2.65035e+08,-5
27.5379,1.34484,0.239684,-431.394,1.34484,0.239684,-431.394,1.68918,1.68918
27.5612,1.33859,0.052198,-433.243,1.33859,0.052198,-433.243,7.38295,5
27.5858,1.33574,0.007457,-429.085,1.33574,0.007457,-429.085,6.09252,5
27.6098,1.33951e+06,-0.1012,-422.226,1.33951e+06,-0.1012,-422.226,-2.66911e+08,-5
27.6327,1.34166,-0.160855,-411.032,1.34166,-0.160855,-411.032,-3.6063,-3.6063
27.657,1.3378,-0.070307,-418.154,1.3378,-0.070307,-418.154,0.102631,0.102631
27.6812,1.32537,-0.203466,-418.598,1.32537,-0.203466,-418.598,5.18594,5
27.7045,1.31923,-0.164051,-410.482,1.31923,-0.164051,-410.482,0.569847,0.569847
27.7283,1.31869,-0.266316,-404.115,1.31869,-0.266316,-404.115,-1.57919,-1.57919
27.752,1.3201,-0.170442,-395.177,1.3201,-0.170442,-395.177,-9.20718,-5
27.7767,1.32536,-0.067112,-396.582,1.32536,-0.067112,-396.582,-11.1687,-5
27.801,1.31191,0,-400.462,1.31191,0,-400.462,-7.19845,-5
27.8242,1.31457,0.082025,-409.904,1.31457,0.082025,-409.904,-3.16623,-3.16623
27.8484,1.31957,0.098004,-412.682,1.31957,0.098004,-412.682,-2.67952,-2.67952
27.8724,1.33008,0.173638,-422.307,1.33008,0.173638,-422.307,0.0144307,0.0144307
27.8964,1.33892e+06,0.128897,-426.609,1.33892e+06,0.128897,-426.609,-2.66793e+08,-5
27.9203,1.33437,0.203466,-423.489,1.33437,0.203466,-423.489,-0.61034,-0.61034
27.9443,1.34897,0.191748,-432.926,1.34897,0.191748,-432.926,2.67656,2.67656
27.9682,1.35508,0.04048,-433.741,1.35508,0.04048,-433.741,4.61829,4.61829
27.9919,1.3565,0.123571,-429.886,1.3565,0.123571,-429.886,0.436603,0.436603
28.0162,1.35874,0.003196,-421.791,1.35874,0.003196,-421.791,-3.04509,-3.04509
28.0404,1.35991,-0.017044,-411.246,1.35991,-0.017044,-411.246,-9.61901,-5
28.0655,1.35922,0.111853,-415.803,1.35922,0.111853,-415.803,-8.83986,-5
28.0909,1.35726,0.11931,-420.618,1.35726,0.11931,-420.618,-5.52436,-5
28.1121,1.35207,0.160855,-426.147,1.35207,0.160855,-426.147,-1.70424,-1.70424
28.136,1.36366,0.197074,-432.412,1.36366,0.197074,-432.412,-0.669727,-0.669727
28.1603,1.37039,0.145941,-435.863,1.37039,0.145941,-435.863,1.07207,1.07207
28.1843,1.3692,0.116114,-442.315,1.3692,0.116114,-442.315,5.92669,5
28.2079,1.37886,0.107592,-439.157,1.37886,0.107592,-439.157,2.14612,2.14612
28.232,1.38396,-0.056459,-428.758,1.38396,-0.056459,-428.758,-2.60698,-2.60698
28.2562,1.37513,-0.039415,-417.74,1.37513,-0.039415,-417.74,-8.13962,-5
28.2802,1.37399,0.013848,-421.059,1.37399,0.013848,-421.059,-6.73566,-5
28.3041,1.37083,0.014914,-423.74,1.37083,0.014914,-423.74,-4.42268,-4.42268
28.3285,1.37254,0.094809,-434.269,1.37254,0.094809,-434.269,0.525755,0.525755
28.3527,1.37192,-0.017044,-438.961,1.37192,-0.017044,-438.961,5.58071,5
28.3771,1.3726,-0.010653,-431.033,1.3726,-0.010653,-431.033,0.301707,0.301707
28.4002,1.37727,-0.005326,-425.037,1.37727,-0.005326,-425.037,-4.52877,-4.52877
28.4245,1.37755,0.031958,-415.388,1.37755,0.031958,-415.388,-11.3615,-5
28.4485,1.36967,0.113983,-410.529,1.36967,0.113983,-410.529,-14.3076,-5
28.4721,1.37389,0.186421,-422.088,1.37389,0.186421,-422.088,-9.07581,-5
28.4965,1.38238,0.189617,-422.924,1.38238,0.189617,-422.924,-10.2943,-5
28.521,1.3904,0.211988,-433.444,1.3904,0.211988,-433.444,-5.60312,-5
28.5447,1.39512,0.235423,-438.34,1.39512,0.235423,-438.34,-3.84682,-3.84682
28.5682,1.40026,0.210922,-441.013,1.40026,0.210922,-441.013,-2.74496,-2.74496
28.5929,1.40397,0.221575,-449.442,1.40397,0.221575,-449.442,1.67929,1.67929
28.6161,1.40475,0.136354,-456.942,1.40475,0.136354,-456.942,7.7738,5
28.6403,1.41308,0.02024,-448.095,1.41308,0.02024,-448.095,2.52597,2.52597
28.6639,1.41047,-0.03835,-438.352,1.41047,-0.03835,-438.352,-2.11462,-2.11462
28.6882,1.40128,0.011718,-434.223,1.40128,0.011718,-434.223,-3.77984,-3.77984
28.7119,1.40529,0.010653,-432.804,1.40529,0.010653,-432.804,-5.45975,-5
28.7364,1.40447,0.072438,-434.895,1.40447,0.072438,-434.895,-5.04984,-5
28.7601,1.40282,0.1012,-446.361,1.40282,0.1012,-446.361,2.05611,2.05611
28.784,1.40803,-0.006392,-448.447,1.40803,-0.006392,-448.447,4.22217,4.22217
28.808,1.40549,-0.017044,-444.762,1.40549,-0.017044,-444.762,2.57346,2.57346
28.8321,1.39955,-0.069242,-439.36,1.39955,-0.069242,-439.36,1.2412,1.2412
28.8561,1.40174,-0.09907,-429.105,1.40174,-0.09907,-429.105,-5.18504,-5
28.8805,1.40024,-0.079895,-417.066,1.40024,-0.079895,-417.066,-12.8627,-5
28.908,1.39639,0,-419.669,1.39639,0,-419.669,-11.8391,-5
28.9308,1.39801,0.056459,-426.729,1.39801,0.056459,-426.729,-8.66641,-5
28.952,1.39979,0.104396,-428.195,1.39979,0.104396,-428.195,-8.92842,-5
28.9761,1.40729,0.166181,-439.109,1.40729,0.166181,-439.109,-4.57381,-4.57381
29.0004,1.40723e+06,0.144876,-439.765,1.40723e+06,0.144876,-439.765,-2.80405e+08,-5
29.0245,1.41101,0.199204,-445.084,1.41101,0.199204,-445.084,-2.09811,-2.09811
29.0485,1.41869,0.256729,-455.746,1.41869,0.256729,-455.746,2.1357,2.1357
29.0724,1.42029,0.127832,-459.146,1.42029,0.127832,-459.146,6.22691,5
29.0961,1.42714,0.067112,-453.225,1.42714,0.067112,-453.225,2.16287,2.16287
29.1202,1.42988,0.026632,-442.933,1.42988,0.026632,-442.933,-4.20888,-4.20888
29.1441,1.42425,0.068177,-438.562,1.42425,0.068177,-438.562,-6.58728,-5
29.1681,1.42362,0.054328,-434.84,1.42362,0.054328,-434.84,-8.58271,-5
29.1923,1.42396,0.113983,-440.408,1.42396,0.113983,-440.408,-6.15913,-5
29.2164,1.42214,0.168312,-450.024,1.42214,0.168312,-450.024,-0.63991,-0.63991
29.2404,1.43017,0.143811,-453.479,1.43017,0.143811,-453.479,0.380662,0.380662
29.2643,1.42843,-0.010653,-458.408,1.42843,-0.010653,-458.408,6.55563,5
29.2887,1.42853e+06,0.033023,-454.933,1.42853e+06,0.033023,-454.933,-2.84648e+08,-5
29.3126,1.43679,0.018109,-445.102,1.43679,0.018109,-445.102,-4.06022,-4.06022
29.3368,1.43665,0.033023,-446.967,1.43665,0.033023,-446.967,-3.10976,-3.10976
29.3618,1.43312,0.108657,-451.181,1.43312,0.108657,-451.181,-1.05203,-1.05203
29.3844,1.43998,0.203466,-458.003,1.43998,0.203466,-458.003,0.255533,0.255533
29.4084,1.44161,0.104396,-469.042,1.44161,0.104396,-469.042,8.669,5
29.432,1.44922,0.027697,-459.953,1.44922,0.027697,-459.953,2.72349,2.72349
29.4568,1.44797,-0.005326,-449.605,1.44797,-0.005326,-449.605,-3.0199,-3.0199
29.4805,1.44071,0.082025,-441.632,1.44071,0.082025,-441.632,-8.16026,-5
29.5043,1.44447,0.150202,-440.441,1.44447,0.150202,-440.441,-10.8568,-5
29.5283,1.44282,0.107592,-443.399,1.44282,0.107592,-443.399,-7.90643,-5
29.5526,1.4449,0.16298,-451.307,1.4449,0.16298,-451.307,-4.26849,-4.26849
29.5769,1.45529,0.174703,-462.509,1.45529,0.174703,-462.509,0.566972,0.566972
29.6007,1.45966e+06,0.095874,-464.377,1.45966e+06,0.095874,-464.377,-2.90853e+08,-5
29.6244,1.4621,0.107592,-459.632,1.4621,0.107592,-459.632,-1.4445,-1.4445
29.648,1.46571,0.168312,-457.514,1.46571,0.168312,-457.514,-4.56811,-4.56811
29.6721,1.46783,0.268447,-467.427,1.46783,0.268447,-467.427,-0.447249,-0.447249
29.6957,1.47942,0.234358,-471.532,1.47942,0.234358,-471.532,0.445793,0.445793
29.7201,1.48089,0.088417,-475.475,1.48089,0.088417,-475.475,5.20468,5
29.7442,1.48521e+06,0.051133,-469.609,1.48521e+06,0.051133,-469.609,-2.95943e+08,-5
29.768,1.48459,0.043676,-463.486,1.48459,0.043676,-463.486,-2.36221,-2.36221
29.7931,1.48696,0.115049,-466.348,1.48696,0.115049,-466.348,-2.26364,-2.26364
29.8163,1.49292,0.128897,-469.727,1.49292,0.128897,-469.727,-1.54917,-1.54917
29.8398,1.49392,0.12144,-474.171,1.49392,0.12144,-474.171,1.20443,1.20443
29.8643,1.49963,-0.029827,-477.19,1.49963,-0.029827,-477.19,4.62459,4.62459
29.912,1.49974,0.0788302,-473.623,1.49974,0.0788302,-473.623,0.440912,0.440912
29.9362,1.50487,0.002131,-457.999,1.50487,0.002131,-457.999,-9.16118,-5
29.9603,1.50232e+06,-0.011718,-449.128,1.50232e+06,-0.011718,-449.128,-2.99353e+08,-5
29.9846,1.50413,0.047937,-447.703,1.50413,0.047937,-447.703,-16.3498,-5
30.0082,1.50289,0.149137,-456.486,1.50289,0.149137,-456.486,-12.2935,-5
30.033,1.50871,0.191748,-460.825,1.50871,0.191748,-460.825,-11.4437,-5
30.056,1.51703,0.187487,-466.305,1.51703,0.187487,-466.305,-9.54923,-5
30.0809,1.52008,0.174703,-471.61,1.52008,0.174703,-471.61,-6.56506,-5
30.1041,1.52464,0.176834,-479.305,1.52464,0.176834,-479.305,-2.62622,-2.62622
30.1281,1.52591,0.184291,-486.367,1.52591,0.184291,-486.367,1.47459,1.47459
30.1521,1.53076e+06,0.062851,-491.204,1.53076e+06,0.062851,-491.204,-3.05019e+08,-5
30.1763,1.5317,0.095874,-483.612,1.5317,0.095874,-483.612,0.115578,0.115578
30.2001,1.53699,-0.002131,-484.383,1.53699,-0.002131,-484.383,1.26296,1.26296
30.2241,1.5347,0.007457,-478.28,1.5347,0.007457,-478.28,-2.32302,-2.32302
30.2495,1.54069,0.066046,-471.758,1.54069,0.066046,-471.758,-8.67902,-5
30.2719,1.53775,0.094809,-472.159,1.53775,0.094809,-472.159,-8.34225,-5
30.2965,1.54371,0.122505,-479.471,1.54371,0.122505,-479.471,-5.37105,-5
30.3199,1.54585,0.11931,-484.791,1.54585,0.11931,-484.791,-2.36583,-2.36583
30.3447,1.55085,0.105461,-485.55,1.55085,0.105461,-485.55,-2.63694,-2.63694
30.3681,1.54958,0.113983,-492.941,1.54958,0.113983,-492.941,2.15841,2.15841
30.3922,1.55265,-0.023436,-498.123,1.55265,-0.023436,-498.123,7.23675,5
30.4161,1.5487,-0.059655,-497.522,1.5487,-0.059655,-497.522,8.27537,5
30.4399,1.55168,-0.036219,-487.621,1.55168,-0.036219,-487.621,0.986503,0.986503
30.4641,1.54842,-0.070307,-480.955,1.54842,-0.070307,-480.955,-1.99919,-1.99919
30.4884,1.55057,-0.034088,-471.11,1.55057,-0.034088,-471.11,-9.31007,-5
30.5125,1.54237,-0.028762,-464.948,1.54237,-0.028762,-464.948,-11.6819,-5
30.536,1.54425,0.009587,-470.886,1.54425,0.009587,-470.886,-8.95677,-5
30.5605,1.54801,0.123571,-478.897,1.54801,0.123571,-478.897,-6.61219,-5
30.5842,1.55,0.165116,-487.593,1.55,0.165116,-487.593,-2.21416,-2.21416
30.6087,1.55514,0.208792,-493.843,1.55514,0.208792,-493.843,-0.0318411,-0.0318411
30.6328,1.56049,0.164051,-497.343,1.56049,0.164051,-497.343,1.9044,1.9044
30.6563,1.56272,0.05859,-497.303,1.56272,0.05859,-497.303,3.27739,3.27739
30.6799,1.56717,0.044741,-493.303,1.56717,0.044741,-493.303,0.0924969,0.0924969
30.7044,1.56404,-0.037284,-482.933,1.56404,-0.037284,-482.933,-4.43244,-4.43244
30.7281,1.56427,0.035154,-471.53,1.56427,0.035154,-471.53,-12.9831,-5
30.7548,1.56354,0.098004,-470.264,1.56354,0.098004,-470.264,-14.7395,-5
30.7762,1.56265,0.171508,-479.69,1.56265,0.171508,-479.69,-9.86243,-5
30.8029,1.56904,0.181095,-484.833,1.56904,0.181095,-484.833,-8.03744,-5
30.8244,1.57515,0.20027,-493.178,1.57515,0.20027,-493.178,-4.29276,-4.29276
