theta_b,theta_b_dot,theta_w_dot,torque,torque_raw,delta_t
0.002059,-0.010653,-87.375771,0.038285,0.038285,0.003905
0.002502,-0.010653,-87.205811,0.014033,0.014033,0.003897
0.002908,-0.015979,-84.748505,0.051657,0.051657,0.003899
0.002843,-0.014914,-84.237755,0.042158,0.042158,0.003898
0.002793,-0.011718,-86.309898,0.008234,0.008234,0.003900
0.002745,-0.011718,-87.342987,0.011838,0.011838,0.003898
0.001825,-0.004261,-85.133408,-0.020256,-0.020256,0.003899
0.000970,0.003196,-82.234940,-0.057397,-0.057397,0.003897
0.000569,0.007457,-83.060005,-0.084322,-0.084322,0.004202
0.000201,0.012783,-86.323158,-0.123858,-0.123858,0.003899
-0.000151,0.012783,-87.570442,-0.102262,-0.102262,0.003899
0.000471,0.006392,-85.792229,-0.064312,-0.064312,0.003901
0.001056,0.003196,-84.824799,-0.062071,-0.062071,0.003896
0.001441,-0.002131,-87.493530,-0.023606,-0.023606,0.003899
0.001810,-0.002131,-90.724358,-0.043744,-0.043744,0.003898
0.002153,-0.005326,-89.943916,-0.025528,-0.025528,0.003902
0.002416,-0.008522,-86.683601,-0.004357,-0.004357,0.003897
0.002660,-0.010653,-85.856117,0.004665,0.004665,0.003899
0.002895,-0.010653,-88.288094,-0.009146,-0.009146,0.003900
0.002831,-0.012783,-89.881371,0.019887,0.019887,0.003902
0.002787,-0.008522,-88.081856,-0.025661,-0.025661,0.003897
0.002477,-0.007457,-86.268608,-0.020798,-0.020798,0.003898
0.002183,-0.006392,-87.804230,-0.016881,-0.016881,0.003900
0.001902,-0.006392,-90.568336,-0.000070,-0.000070,0.003898
0.002048,-0.007457,-90.073677,0.004871,0.004871,0.003899
0.002176,-0.010653,-86.988747,0.033889,0.033889,0.003900
0.002122,-0.010653,-85.964287,0.035721,0.035721,0.003900
0.002070,-0.010653,-88.255188,0.038275,0.038275,0.003902
0.002040,-0.005326,-89.798386,-0.020057,-0.020057,0.003896
0.001023,0.001065,-87.868187,-0.034153,-0.034153,0.003896
0.000090,0.012783,-85.621643,-0.115509,-0.115509,0.003902
-0.000380,0.021305,-87.405441,-0.187005,-0.187005,0.004195
-0.000837,0.021305,-90.984993,-0.160015,-0.160015,0.003897
-0.001283,0.019175,-91.232285,-0.108498,-0.108498,0.003904
-0.000702,0.018109,-88.098587,-0.129608,-0.129608,0.003895
-0.000155,0.014914,-86.817192,-0.125695,-0.125695,0.003901
0.000369,0.014914,-89.381737,-0.156350,-0.156350,0.003898
0.000931,0.008522,-91.922043,-0.114396,-0.114396,0.003896
0.001442,0.001065,-90.911186,-0.057364,-0.057364,0.003900
0.002077,-0.006392,-89.325478,-0.008869,-0.008869,0.003902
0.002686,-0.006392,-91.126976,-0.044522,-0.044522,0.003892
0.003235,-0.015979,-94.202835,0.034441,0.034441,0.003904
0.003805,-0.022371,-93.557251,0.076154,0.076154,0.003897
0.004328,-0.028762,-90.147644,0.119034,0.119034,0.003903
0.003745,-0.026632,-89.251236,0.126694,0.126694,0.003894
0.003186,-0.026632,-91.594757,0.158438,0.158438,0.003896
0.002693,-0.014914,-92.480560,0.053564,0.053564,0.003902
0.001215,-0.003196,-89.706284,0.004689,0.004689,0.003898
-0.000148,0.011718,-87.577843,-0.088873,-0.088873,0.003896
-0.001457,0.011718,-89.597191,-0.014570,-0.014570,0.003899
-0.002489,0.027697,-92.650879,-0.137380,-0.137380,0.003895
-0.003444,0.037284,-91.683670,-0.191039,-0.191039,0.003902
-0.003075,0.035154,-88.375938,-0.188235,-0.188235,0.003895
-0.002721,0.035154,-88.106186,-0.209944,-0.209944,0.003900
-0.002379,0.033023,-91.297783,-0.205291,-0.205291,0.004201
-0.001465,0.027697,-92.784782,-0.195524,-0.195524,0.003894
-0.000607,0.022371,-90.999992,-0.183218,-0.183218,0.003900
0.000183,0.014914,-90.393913,-0.143964,-0.143964,0.003897
0.000942,0.014914,-93.363701,-0.187780,-0.187780,0.003898
0.001630,0.004261,-95.745750,-0.104144,-0.104144,0.003898
0.002506,-0.005326,-94.006950,-0.043754,-0.043754,0.003898
0.003316,-0.013848,-91.692734,0.006597,0.006597,0.003899
0.004093,-0.013848,-93.448494,-0.038991,-0.038991,0.003900
0.004618,-0.023436,-96.715263,0.041310,0.041310,0.003897
0.005103,-0.028762,-96.074104,0.075801,0.075801,0.003897
0.004557,-0.026632,-93.133675,0.082504,0.082504,0.003901
0.004033,-0.026632,-93.425278,0.111392,0.111392,0.003895
0.003570,-0.015979,-96.341133,0.016160,0.016160,0.003897
0.002031,-0.002131,-95.909180,-0.052798,-0.052798,0.003927
0.000622,0.015979,-91.967766,-0.179349,-0.179349,0.003908
-0.000113,0.026632,-90.410103,-0.260698,-0.260698,0.003894
-0.000818,0.026632,-93.186256,-0.220812,-0.220812,0.003900
-0.001500,0.025566,-95.470200,-0.168345,-0.168345,0.003899
-0.000642,0.020240,-94.000771,-0.155721,-0.155721,0.003895
0.000162,0.014914,-92.841461,-0.141527,-0.141527,0.003904
0.000934,0.014914,-95.533180,-0.186327,-0.186327,0.003894
0.001925,0.006392,-98.356567,-0.144616,-0.144616,0.003901
0.002814,-0.009587,-96.469917,-0.011596,-0.011596,0.004228
0.003487,-0.015979,-94.077499,0.022172,0.022172,0.003900
0.004113,-0.021305,-96.005165,0.046233,0.046233,0.003904
0.004713,-0.021305,-98.768250,0.012513,0.012513,0.003895
0.004352,-0.021305,-97.257828,0.034389,0.034389,0.003896
0.004045,-0.010653,-94.351433,-0.070554,-0.070554,0.003901
0.002702,-0.002131,-95.655319,-0.092129,-0.092129,0.003894
0.001412,-0.002131,-99.286858,-0.017501,-0.017501,0.003900
0.000206,0.006392,-98.634132,-0.044279,-0.044279,0.003902
0.000142,0.010653,-94.932526,-0.089685,-0.089685,0.003898
0.000081,0.010653,-94.652534,-0.087706,-0.087706,0.003899
0.000023,0.010653,-98.083450,-0.084460,-0.084460,0.003895
0.000622,0.009587,-99.101524,-0.105305,-0.105305,0.003898
0.001170,0.002131,-96.908623,-0.050986,-0.050986,0.003900
0.001933,-0.004261,-97.401024,-0.022546,-0.022546,0.003896
0.002626,-0.014914,-100.999107,0.059821,0.059821,0.003899
0.003291,-0.014914,-101.294624,0.023100,0.023100,0.003901
0.003877,-0.023436,-97.591591,0.087107,0.087107,0.003900
0.004432,-0.025566,-96.416885,0.078101,0.078101,0.003895
0.003430,-0.019175,-99.201599,0.062025,0.062025,0.003897
0.002467,-0.019175,-99.786812,0.118443,0.118443,0.003899
0.001595,-0.005326,-96.479851,0.010230,0.010230,0.003899
0.000037,0.009587,-95.340103,-0.072309,-0.072309,0.003900
-0.001389,0.026632,-98.642532,-0.185991,-0.185991,0.004167
-0.001801,0.036219,-100.160942,-0.270750,-0.270750,0.003897
-0.002196,0.036219,-96.889732,-0.247432,-0.247432,0.003900
-0.002580,0.035154,-94.908310,-0.214554,-0.214554,0.003897
-0.001879,0.034088,-97.620316,-0.243391,-0.243391,0.003900
-0.001223,0.029827,-100.095451,-0.231186,-0.231186,0.003896
-0.000593,0.029827,-98.479652,-0.266363,-0.266363,0.003904
0.000415,0.022371,-97.502800,-0.239550,-0.239550,0.003896
0.001342,0.011718,-100.721527,-0.171287,-0.171287,0.003900
0.002245,0.002131,-102.933372,-0.112052,-0.112052,0.003899
0.003111,0.002131,-100.480339,-0.160915,-0.160915,0.003900
0.003919,-0.004261,-98.762756,-0.135152,-0.135152,0.003900
0.004692,-0.012783,-101.957535,-0.082700,-0.082700,0.003897
0.005402,-0.021305,-104.647202,-0.024623,-0.024623,0.003901
0.005652,-0.026632,-102.578926,0.023120,0.023120,0.003897
0.005891,-0.026632,-101.449211,0.008517,0.008517,0.003902
0.006117,-0.027697,-104.892662,0.007270,0.007270,0.003899
0.005382,-0.022371,-106.350166,-0.010050,-0.010050,0.003897
0.004712,-0.012783,-102.281586,-0.080713,-0.080713,0.003901
0.004068,-0.012783,-100.117310,-0.045425,-0.045425,0.003898
0.003327,-0.007457,-103.153282,-0.064730,-0.064730,0.003899
0.002628,-0.004261,-104.971550,-0.059902,-0.059902,0.003899
0.003241,-0.008522,-102.589844,-0.045582,-0.045582,0.003896
0.003792,-0.017044,-103.184845,0.019329,0.019329,0.004205
0.004327,-0.017044,-106.865707,-0.011129,-0.011129,0.003895
0.005054,-0.027697,-106.449219,0.070579,0.070579,0.003900
0.005732,-0.033023,-102.590645,0.092445,0.092445,0.003901
0.005165,-0.030893,-102.731834,0.099045,0.099045,0.003900
0.004620,-0.030893,-105.720078,0.130368,0.130368,0.003897
0.004126,-0.023436,-104.530579,0.074635,0.074635,0.003896
0.002517,-0.008522,-101.116798,-0.004194,-0.004194,0.003901
0.001033,0.007457,-102.332550,-0.103266,-0.103266,0.003905
-0.000392,0.007457,-105.780418,-0.020916,-0.020916,0.003898
-0.001589,0.020240,-104.119987,-0.097076,-0.097076,0.003894
-0.002710,0.027697,-100.392006,-0.118712,-0.118712,0.003899
-0.002327,0.028762,-101.459801,-0.154453,-0.154453,0.003898
-0.001979,0.023436,-104.903564,-0.113032,-0.113032,0.003902
-0.001644,0.023436,-104.096848,-0.130841,-0.130841,0.003922
-0.000691,0.020240,-102.392021,-0.149357,-0.149357,0.003908
0.000188,0.010653,-105.215584,-0.090803,-0.090803,0.003895
0.001094,0.000000,-108.004257,-0.019733,-0.019733,0.003902
0.001964,0.000000,-105.458649,-0.068550,-0.068550,0.003898
0.002771,-0.007457,-103.445717,-0.030584,-0.030584,0.003899
0.003460,-0.015979,-106.810768,0.026578,0.026578,0.003900
0.004105,-0.020240,-108.897545,0.039664,0.039664,0.003900
0.004725,-0.020240,-105.582161,0.004922,0.004922,0.003897
0.004474,-0.019175,-105.245399,0.005798,0.005798,0.004196
0.004278,-0.008522,-109.032013,-0.105045,-0.105045,0.003902
0.002793,0.005326,-108.648758,-0.176705,-0.176705,0.003897
0.001395,0.012783,-104.455688,-0.181921,-0.181921,0.003902
0.000052,0.012783,-104.651260,-0.106540,-0.106540,0.003898
0.000428,0.010653,-108.316360,-0.103668,-0.103668,0.003898
0.000773,0.006392,-107.962296,-0.073202,-0.073202,0.003897
0.001661,0.001065,-105.977013,-0.063374,-0.063374,0.003901
0.002514,0.001065,-108.763321,-0.113152,-0.113152,0.003900
0.003300,-0.007457,-111.599869,-0.059620,-0.059620,0.003897
0.004006,-0.020240,-108.941566,0.047322,0.047322,0.003899
0.004652,-0.028762,-107.115059,0.106687,0.106687,0.003899
0.005273,-0.028762,-110.299377,0.070312,0.070312,0.003899
0.005309,-0.031958,-111.039642,0.106136,0.106136,0.003903
0.005367,-0.025566,-107.335823,0.029901,0.029901,0.003899
0.003755,-0.008522,-107.314705,-0.074144,-0.074144,0.003896
0.002255,0.004261,-111.055359,-0.134348,-0.134348,0.003900
0.000816,0.004261,-110.031517,-0.050111,-0.050111,0.003898
-0.000212,0.012783,-106.022079,-0.089061,-0.089061,0.003899
-0.001183,0.017044,-107.176170,-0.083729,-0.083729,0.003898
-0.000440,0.014914,-110.652733,-0.101547,-0.101547,0.003901
0.000274,0.014914,-109.328072,-0.141094,-0.141094,0.003898
0.000942,0.010653,-108.237381,-0.131273,-0.131273,0.003899
0.001853,-0.002131,-112.069283,-0.037656,-0.037656,0.004230
0.002687,-0.012783,-113.078835,0.037933,0.037933,0.003902
0.003437,-0.023436,-109.283791,0.117243,0.117243,0.003901
0.004156,-0.023436,-109.316483,0.074347,0.074347,0.003898
0.004835,-0.026632,-112.538643,0.071947,0.071947,0.003898
0.003839,-0.019175,-110.922394,0.045097,0.045097,0.003897
0.002943,-0.003196,-107.711334,-0.087021,-0.087021,0.003898
0.002083,-0.003196,-110.209496,-0.038920,-0.038920,0.003896
0.000407,0.013848,-113.028282,-0.136758,-0.136758,0.003898
-0.001162,0.024501,-109.584702,-0.167440,-0.167440,0.003905
-0.000972,0.029827,-107.252090,-0.240722,-0.240722,0.003898
-0.000790,0.029827,-110.651382,-0.252131,-0.252131,0.003895
-0.000627,0.026632,-112.149178,-0.223504,-0.223504,0.003898
0.000420,0.023436,-109.653778,-0.246458,-0.246458,0.003900
0.001393,0.014914,-111.079575,-0.205830,-0.205830,0.003895
0.002350,0.000000,-114.861710,-0.089487,-0.089487,0.003899
0.003269,0.000000,-113.115219,-0.140716,-0.140716,0.003900
0.004111,-0.010653,-110.575653,-0.067855,-0.067855,0.003899
0.004714,-0.017044,-114.002686,-0.030355,-0.030355,0.003900
0.005261,-0.025566,-116.375755,0.037193,0.037193,0.003894
0.005786,-0.025566,-113.360207,0.008011,0.008011,0.003901
0.005824,-0.029827,-113.819016,0.053415,0.053415,0.003897
0.005875,-0.025566,-117.792046,0.001855,0.001855,0.003901
0.004516,-0.012783,-114.863831,-0.064783,-0.064783,0.004168
0.003262,0.000000,-110.879211,-0.140311,-0.140311,0.003896
0.002059,0.000000,-113.426826,-0.072808,-0.072808,0.003896
0.001495,0.004261,-115.635353,-0.088171,-0.088171,0.003899
0.000934,-0.001065,-113.158524,0.005937,0.005937,0.003900
0.001974,-0.007457,-113.987526,0.018356,0.018356,0.003898
0.002972,-0.007457,-117.558990,-0.038652,-0.038652,0.003900
0.003907,-0.013848,-115.431274,-0.017697,-0.017697,0.003897
0.004071,-0.015979,-112.378693,-0.003610,-0.003610,0.003902
0.004213,-0.020240,-115.571983,0.035774,0.035774,0.003894
0.004349,-0.020240,-117.371819,0.029268,0.029268,0.003899
0.004008,-0.019175,-113.868217,0.037377,0.037377,0.003900
0.003705,-0.012783,-114.224678,-0.019824,-0.019824,0.003897
0.002564,0.001065,-118.056442,-0.112633,-0.112633,0.003901
0.001531,0.018109,-115.675980,-0.246892,-0.246892,0.003898
0.000540,0.018109,-111.940140,-0.190939,-0.190939,0.003896
0.000163,0.018109,-114.587250,-0.170793,-0.170793,0.003897
-0.000207,0.015979,-116.923302,-0.124050,-0.124050,0.003899
0.000646,0.012783,-114.445610,-0.135529,-0.135529,0.003897
0.001465,0.012783,-115.547333,-0.183605,-0.183605,0.003894
0.002216,0.003196,-119.506462,-0.116514,-0.116514,0.003899
0.003501,-0.010653,-117.558884,-0.030188,-0.030188,0.003899
0.004700,-0.020240,-115.203674,0.009947,0.009947,0.003897
0.005843,-0.020240,-119.213211,-0.056712,-0.056712,0.004236
0.006163,-0.028762,-119.895485,0.024120,0.024120,0.003896
0.006474,-0.027697,-116.771278,-0.005666,-0.005666,0.003895
0.005813,-0.022371,-119.376457,-0.029958,-0.029958,0.003902
0.005191,-0.019175,-122.311157,-0.029720,-0.029720,0.003898
0.004593,-0.019175,-118.040817,0.005810,0.005810,0.003898
0.003677,-0.013848,-116.237984,-0.004304,-0.004304,0.003895
0.002810,-0.010653,-119.739769,0.008194,0.008194,0.003899
0.002765,-0.008522,-118.907181,-0.012194,-0.012194,0.003896
0.002722,-0.008522,-116.529747,-0.010070,-0.010070,0.003900
0.002693,-0.005326,-119.697380,-0.045951,-0.045951,0.003898
0.002815,-0.007457,-120.905083,-0.027274,-0.027274,0.003899
0.002920,-0.010653,-116.975517,0.003762,0.003762,0.003898
0.003021,-0.010653,-117.883316,-0.003653,-0.003653,0.003898
0.003365,-0.015979,-121.562439,0.037958,0.037958,0.003901
0.003679,-0.020240,-119.143463,0.070206,0.070206,0.003894
0.003090,-0.011718,-117.582359,0.005468,0.005468,0.003901
0.002569,0.000000,-121.577286,-0.099378,-0.099378,0.003895
0.002069,0.000000,-120.777771,-0.068994,-0.068994,0.003899
0.000564,0.015979,-116.222221,-0.165818,-0.165818,0.003900
-0.000861,0.021305,-117.988808,-0.146824,-0.146824,0.003895
-0.000325,0.015979,-120.938072,-0.115924,-0.115924,0.003898
0.000190,0.015979,-118.333588,-0.144285,-0.144285,0.003899
0.000655,0.007457,-119.681023,-0.074468,-0.074468,0.004200
0.001785,0.002131,-123.545761,-0.077841,-0.077841,0.003894
0.002829,-0.008522,-120.972351,-0.014320,-0.014320,0.003897
0.003528,-0.022371,-119.216286,0.103051,0.103051,0.003905
0.004198,-0.022371,-123.289764,0.063807,0.063807,0.003894
0.004818,-0.028762,-122.756210,0.103052,0.103052,0.003902
0.004096,-0.022371,-119.330811,0.071119,0.071119,0.003899
0.003467,-0.005326,-122.215279,-0.089277,-0.089277,0.003897
0.002863,-0.005326,-123.622818,-0.053404,-0.053404,0.003899
0.000926,0.010653,-118.784164,-0.124467,-0.124467,0.003898
-0.000898,0.020240,-118.617249,-0.131430,-0.131430,0.003897
-0.000729,0.018109,-122.458611,-0.116837,-0.116837,0.003897
-0.000566,0.018109,-120.860641,-0.124604,-0.124604,0.003898
-0.000426,0.013848,-120.256271,-0.084531,-0.084531,0.003901
0.000670,0.008522,-124.612633,-0.086756,-0.086756,0.003897
0.001670,-0.005326,-123.770752,0.016109,0.016109,0.003896
0.002675,-0.017044,-120.430328,0.092207,0.092207,0.003903
0.003639,-0.017044,-123.600685,0.035430,0.035430,0.003894
0.004537,-0.024501,-124.721024,0.070517,0.070517,0.003901
0.003705,-0.015979,-120.791901,0.021240,0.021240,0.003898
0.002969,0.001065,-122.568527,-0.133249,-0.133249,0.003894
0.002263,0.001065,-125.591766,-0.091961,-0.091961,0.003903
0.000616,0.013848,-120.915665,-0.142452,-0.142452,0.003896
-0.000922,0.023436,-120.065262,-0.165786,-0.165786,0.004228
-0.000651,0.021305,-124.039566,-0.157309,-0.157309,0.003899
-0.000411,0.015979,-122.735466,-0.108502,-0.108502,0.003899
-0.000180,0.015979,-121.860085,-0.122281,-0.122281,0.003899
0.001123,0.010653,-126.267738,-0.136493,-0.136493,0.003897
0.002333,0.000000,-125.540161,-0.082278,-0.082278,0.003899
0.003274,-0.013848,-122.329781,0.021905,0.021905,0.003900
0.004178,-0.013848,-125.936142,-0.031309,-0.031309,0.003899
0.005009,-0.023436,-127.318787,0.032168,0.032168,0.003900
0.004973,-0.021305,-123.875992,0.010455,0.010455,0.003897
0.004957,-0.015979,-126.633743,-0.051052,-0.051052,0.003897
0.004943,-0.015979,-129.070969,-0.049077,-0.049077,0.003897
0.003716,-0.007457,-124.255127,-0.075178,-0.075178,0.003899
0.002574,0.002131,-124.079124,-0.121328,-0.121328,0.003900
0.002731,-0.001065,-127.858604,-0.093826,-0.093826,0.003896
0.002858,-0.007457,-125.808723,-0.026383,-0.026383,0.003898
0.002979,-0.007457,-126.064735,-0.034210,-0.034210,0.003900
0.003878,-0.017044,-130.217239,0.024049,0.024049,0.003897
0.004720,-0.022371,-127.486870,0.038335,0.038335,0.003899
0.005010,-0.034088,-125.123436,0.154707,0.154707,0.003898
0.005289,-0.034088,-128.891006,0.137750,0.137750,0.003899
0.005568,-0.030893,-127.500244,0.086670,0.086670,0.003899
0.004010,-0.014914,-124.691986,-0.007326,-0.007326,0.003895
0.002570,0.000000,-128.827896,-0.096491,-0.096491,0.004200
0.001187,0.000000,-127.899635,-0.015382,-0.015382,0.003898
-0.000395,0.015979,-123.222015,-0.107800,-0.107800,0.003901
-0.001886,0.023436,-125.710266,-0.109423,-0.109423,0.003895
-0.001589,0.025566,-127.535507,-0.149884,-0.149884,0.003904
-0.001319,0.021305,-124.822998,-0.115835,-0.115835,0.003896
-0.001061,0.021305,-127.725990,-0.131814,-0.131814,0.003900
0.000120,0.012783,-130.186295,-0.100900,-0.100900,0.003898
0.001206,0.000000,-126.218575,-0.015923,-0.015923,0.003898
0.002238,-0.013848,-127.519981,0.081695,0.081695,0.003899
0.003229,-0.013848,-131.048126,0.025302,0.025302,0.003896
0.004157,-0.020240,-127.647575,0.046647,0.046647,0.003900
0.003501,-0.017044,-127.968666,0.046363,0.046363,0.003897
0.002922,-0.003196,-131.634048,-0.078833,-0.078833,0.003898
0.002367,-0.003196,-127.261757,-0.045446,-0.045446,0.003899
0.000569,0.012783,-124.814865,-0.126854,-0.126854,0.003896
-0.001110,0.025566,-128.845459,-0.177766,-0.177766,0.003897
-0.000645,0.023436,-127.860664,-0.178418,-0.178418,0.003899
-0.000219,0.018109,-126.795845,-0.142330,-0.142330,0.003901
0.000190,0.018109,-131.339264,-0.166267,-0.166267,0.003897
0.001564,0.010653,-130.160583,-0.157959,-0.157959,0.003900
0.002847,0.001065,-127.308662,-0.122387,-0.122387,0.003896
0.003581,-0.010653,-132.119278,-0.031570,-0.031570,0.003896
0.004282,-0.010653,-131.862564,-0.069879,-0.069879,0.004230
0.004927,-0.019175,-129.970581,-0.009446,-0.009446,0.003905
0.005025,-0.019175,-134.993774,-0.015845,-0.015845,0.003894
0.005111,-0.021305,-133.941772,0.005674,0.005674,0.003900
0.004507,-0.014914,-129.275497,-0.033260,-0.033260,0.003896
0.003928,-0.014914,-132.312088,-0.001888,-0.001888,0.003899
0.003387,-0.010653,-132.604263,-0.018388,-0.018388,0.003899
0.003176,-0.011718,-130.051956,0.006077,0.006077,0.003898
0.002973,-0.011718,-133.839157,0.016695,0.016695,0.003899
0.002778,-0.011718,-133.387894,0.029444,0.029444,0.003897
0.003223,-0.017044,-129.134247,0.064665,0.064665,0.003899
0.003642,-0.019175,-132.168518,0.063222,0.063222,0.003900
0.002796,-0.009587,-132.701950,0.003344,0.003344,0.003894
0.001983,-0.009587,-128.985199,0.050258,0.050258,0.003901
0.001250,0.003196,-132.368011,-0.055533,-0.055533,0.003895
-0.000245,0.019175,-133.280151,-0.151205,-0.151205,0.003899
-0.001628,0.033023,-128.030243,-0.229911,-0.229911,0.003899
-0.001833,0.035154,-129.733551,-0.244688,-0.244688,0.003899
-0.002029,0.035154,-132.310989,-0.232695,-0.232695,0.003900
-0.002230,0.031958,-129.545654,-0.183513,-0.183513,0.003895
-0.000834,0.025566,-132.375183,-0.191694,-0.191694,0.003900
0.000463,0.013848,-134.803040,-0.130873,-0.130873,0.003898
0.001708,0.013848,-130.538864,-0.201389,-0.201389,0.003900
0.002714,0.002131,-133.168594,-0.126800,-0.126800,0.004166
0.003640,-0.008522,-136.019455,-0.056946,-0.056946,0.003898
0.004192,-0.015979,-132.914688,-0.002111,-0.002111,0.003899
0.004718,-0.017044,-136.392853,-0.021393,-0.021393,0.003897
0.005222,-0.017044,-138.439011,-0.048960,-0.048960,0.003901
0.004284,-0.013848,-133.086349,-0.030802,-0.030802,0.003897
0.003395,-0.010653,-134.685593,-0.018520,-0.018520,0.003897
0.003651,-0.009587,-136.874542,-0.044779,-0.044779,0.003898
0.003897,-0.009587,-133.889542,-0.058010,-0.058010,0.003900
0.004110,-0.015979,-137.285385,0.001747,0.001747,0.003897
0.004957,-0.020240,-138.490555,0.003228,0.003228,0.003898
0.005739,-0.028762,-134.090851,0.056377,0.056377,0.003901
0.006490,-0.028762,-137.006805,0.011457,0.011457,0.003899
0.006431,-0.037284,-137.986862,0.113595,0.113595,0.003896
0.006398,-0.030893,-134.350189,0.042705,0.042705,0.003902
0.004441,-0.017044,-138.079163,-0.004914,-0.004914,0.003899
0.002626,0.000000,-137.790512,-0.094262,-0.094262,0.003897
0.000884,0.000000,-132.456070,0.005700,0.005700,0.003900
-0.000989,0.018109,-135.078461,-0.096214,-0.096214,0.003896
-0.002771,0.022371,-135.956802,-0.041549,-0.041549,0.003899
-0.001840,0.017044,-133.419312,-0.033730,-0.033730,0.003901
-0.000945,0.017044,-137.602295,-0.086145,-0.086145,0.003899
-0.000110,0.010653,-137.058228,-0.059203,-0.059203,0.003898
0.001552,0.004261,-134.096359,-0.081740,-0.081740,0.004232
0.003094,-0.009587,-138.817261,-0.013026,-0.013026,0.003895
0.004575,-0.009587,-138.318695,-0.096156,-0.096156,0.003901
0.004975,-0.017044,-136.818054,-0.033981,-0.033981,0.003899
0.005360,-0.017044,-142.174042,-0.056665,-0.056665,0.003899
0.004792,-0.013848,-139.553604,-0.058424,-0.058424,0.003899
0.004254,-0.011718,-136.658508,-0.053021,-0.053021,0.003900
0.003738,-0.011718,-140.857681,-0.024573,-0.024573,0.003900
0.004007,-0.019175,-139.020706,0.047084,0.047084,0.003897
0.004249,-0.023436,-139.113113,0.081222,0.081222,0.003904
0.004706,-0.030893,-142.480850,0.140388,0.140388,0.003896
0.005144,-0.030893,-137.751984,0.116581,0.116581,0.003898
0.005565,-0.030893,-137.333786,0.090465,0.090465,0.003899
0.004429,-0.021305,-140.396164,0.045809,0.045809,0.003898
0.003390,-0.007457,-136.390808,-0.051789,-0.051789,0.003901
0.002392,-0.007457,-138.004837,0.003867,0.003867,0.003896
0.000458,0.007457,-141.072739,-0.055125,-0.055125,0.003897
-0.001330,0.025566,-135.696991,-0.158449,-0.158449,0.003900
-0.002012,0.033023,-136.347244,-0.206870,-0.206870,0.003895
-0.002678,0.029827,-139.286392,-0.131755,-0.131755,0.003899
-0.003317,0.029827,-136.464737,-0.093820,-0.093820,0.003900
-0.002404,0.024501,-139.711517,-0.086439,-0.086439,0.003899
-0.001572,0.012783,-141.052597,0.001218,0.001218,0.003899
-0.000410,0.000000,-137.043091,0.081363,0.081363,0.004202
0.000706,0.000000,-140.721329,0.015640,0.015640,0.003897
0.001749,-0.007457,-140.683990,0.042601,0.042601,0.003896
0.001574,-0.005326,-137.726654,0.028208,0.028208,0.003900
0.001451,0.006392,-142.220291,-0.100059,-0.100059,0.003896
-0.000069,0.021305,-140.080002,-0.181668,-0.181668,0.003902
-0.001527,0.021305,-136.038696,-0.098746,-0.098746,0.003898
-0.002888,0.031958,-140.035370,-0.144194,-0.144194,0.003895
-0.002517,0.033023,-139.080215,-0.176067,-0.176067,0.003898
-0.002185,0.026632,-138.558487,-0.122376,-0.122376,0.003898
-0.001866,0.026632,-143.147919,-0.140921,-0.140921,0.003901
-0.000512,0.017044,-139.958862,-0.107014,-0.107014,0.003896
0.000739,0.004261,-139.693970,-0.033855,-0.033855,0.003899
0.001661,-0.006392,-144.159424,0.035041,0.035041,0.003898
0.002546,-0.006392,-141.058762,-0.013960,-0.013960,0.003902
0.003371,-0.012783,-142.964188,0.010517,0.010517,0.003897
0.002858,-0.006392,-145.732010,-0.032371,-0.032371,0.003898
0.002416,0.007457,-139.982086,-0.164430,-0.164430,0.003897
0.001512,0.012783,-141.438202,-0.175791,-0.175791,0.003896
0.000643,0.012783,-143.399216,-0.125301,-0.125301,0.003899
-0.000199,0.010653,-140.814163,-0.051752,-0.051752,0.003899
0.000929,0.003196,-145.221069,-0.032249,-0.032249,0.003897
0.001976,-0.006392,-144.143219,0.019165,0.019165,0.003899
0.002980,-0.006392,-141.665527,-0.038905,-0.038905,0.004231
0.003977,-0.015979,-146.284149,0.012555,0.012555,0.003900
0.004910,-0.022371,-143.871170,0.034003,0.034003,0.003900
0.004236,-0.021305,-144.282364,0.059549,0.059549,0.003896
0.003625,-0.011718,-147.967529,-0.014917,-0.014917,0.003900
0.003038,-0.011718,-142.183136,0.020312,0.020312,0.003898
0.001456,0.004261,-142.035507,-0.074144,-0.074144,0.003898
-0.000014,0.017044,-144.423798,-0.136085,-0.136085,0.003899
-0.000062,0.020240,-141.362274,-0.168945,-0.168945,0.003901
-0.000108,0.020240,-145.201355,-0.167558,-0.167558,0.003899
-0.000180,0.012783,-145.647186,-0.076475,-0.076475,0.003895
0.001261,0.001065,-142.102295,-0.024942,-0.024942,0.003899
0.002609,-0.008522,-146.802780,0.005940,0.005940,0.003902
0.003903,-0.008522,-145.814804,-0.066463,-0.066463,0.003897
0.004306,-0.015979,-144.930573,-0.004668,-0.004668,0.003899
0.004706,-0.012783,-149.986252,-0.064546,-0.064546,0.003898
0.003822,-0.006392,-145.440765,-0.084866,-0.084866,0.003903
0.002997,0.000000,-144.684418,-0.112530,-0.112530,0.003892
0.002205,0.000000,-148.083237,-0.067362,-0.067362,0.003899
0.002327,-0.003196,-145.177948,-0.036389,-0.036389,0.003899
0.002416,-0.010653,-148.863663,0.042665,0.042665,0.003898
0.003677,-0.022371,-149.117767,0.105892,0.105892,0.003900
